Entry	Entry name	Status	Protein names	Gene names	Organism	Gene ontology (biological process)	Cross-reference (STRING)
Q8YFW9	Q8YFW9_BRUME	unreviewed	Mannosyltransferase c (EC 2.4.1.-)	BMEI1393	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0818;
Q8YI16	Q8YI16_BRUME	unreviewed	Uncharacterized protein	BMEI0629	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2605;
Q8YDH9	Q8YDH9_BRUME	unreviewed	Glu/asp-tRNA amidotransferase subunit a (EC 6.3.5.-)	BMEII0197	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2341;
Q8YJH4	Q8YJH4_BRUME	unreviewed	Aspartate ammonia-lyase (EC 4.3.1.1)	BMEI0109	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	tricarboxylic acid cycle [GO:0006099]	224914.BAWG_0084;
Q8YFA6	Q8YFA6_BRUME	unreviewed	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	BMEI1616	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	2'-deoxyribonucleotide metabolic process [GO:0009394]	224914.BAWG_0609;
Q8YFN6	Q8YFN6_BRUME	unreviewed	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	BMEI1484	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	lipid biosynthetic process [GO:0008610]	224914.BAWG_0741;
Q8YF75	Q8YF75_BRUME	unreviewed	Uncharacterized protein	BMEI1647	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YCS2	Q8YCS2_BRUME	unreviewed	Uncharacterized protein	BMEII0456	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YIU3	Q8YIU3_BRUME	unreviewed	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	BMEI0349	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	L-serine biosynthetic process [GO:0006564]	224914.BAWG_3025;
Q8YGS8	Q8YGS8_BRUME	unreviewed	Protein-l-isoaspartate o-methyltransferase (EC 2.1.1.77)	BMEI1080	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1129;
Q8YHX2	Q8YHX2_BRUME	unreviewed	Sulfate transport system permease protein cyst	BMEI0674	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2646;
Q8YGI1	Q8YGI1_BRUME	unreviewed	Transcriptional regulator, merr family	BMEI1178	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of transcription, DNA-templated [GO:0006355]	224914.BAWG_1031;
Q8YIR5	Q8YIR5_BRUME	unreviewed	RNA polymerase sigma factor RpoH (RNA polymerase sigma-32 factor)	rpoH BMEI0378	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	response to heat [GO:0009408]; transcription initiation from bacterial-type RNA polymerase promoter [GO:0001123]	224914.BAWG_3054;
Q8YD48	Q8YD48_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEII0329	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2230;
Q8YHT7	Q8YHT7_BRUME	unreviewed	4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.14.9)	BMEI0709	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2682;
Q8YEL7	Q8YEL7_BRUME	unreviewed	Arylesterase (EC 3.1.1.2)	BMEI1861	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0378;
Q8YCI0	Q8YCI0_BRUME	unreviewed	Glycine betaine/l-proline transport ATP-binding protein prov	BMEII0548	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	glycine betaine transport [GO:0031460]	224914.BAWG_2024;
Q8YFA0	Q8YFA0_BRUME	unreviewed	Uncharacterized protein	BMEI1622	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YIE9	Q8YIE9_BRUME	unreviewed	Uncharacterized protein	BMEI0495	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YDM8	Q8YDM8_BRUME	unreviewed	Putative integral membrane protein	BMEII0147	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1329;
Q8YH12	Q8YH12_BRUME	unreviewed	Arsenate reductase (EC 1.20.4.1)	BMEI0992	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1212;
Q8YCX2	Q8YCX2_BRUME	unreviewed	Proline/betaine transporter	BMEII0406	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2157;
Q8YIA1	Q8YIA1_BRUME	unreviewed	Uncharacterized protein	BMEI0544	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YF22	Q8YF22_BRUME	unreviewed	Uncharacterized protein	BMEI1705	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YES9	Q8YES9_BRUME	unreviewed	23S ribosomal RNA methyltransferase (EC 2.1.1.-)	BMEI1798	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	RNA processing [GO:0006396]	224914.BAWG_0438;
Q8YIL3	Q8YIL3_BRUME	unreviewed	Uncharacterized protein	BMEI0431	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YIA5	Q8YIA5_BRUME	unreviewed	Uncharacterized protein	BMEI0540	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2518;
Q8YBY8	Q8YBY8_BRUME	unreviewed	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain)	BMEII0748	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	branched-chain amino acid catabolic process [GO:0009083]	224914.BAWG_1836;
Q8YDW0	Q8YDW0_BRUME	unreviewed	Lactoylglutathione lyase (EC 4.4.1.5)	BMEII0064	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1406;
Q8YG15	Q8YG15_BRUME	unreviewed	Hypothetical phage protein	BMEI1347	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0867;
Q8YE17	Q8YE17_BRUME	unreviewed	Uncharacterized protein	BMEII0001	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1465;
Q8YEY9	Q8YEY9_BRUME	unreviewed	Aminopyrimidine aminohydrolase (EC 3.5.99.2)	BMEI1738	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	224914.BAWG_0495;
Q8YFN0	Q8YFN0_BRUME	unreviewed	Cdp-diacylglycerol--serine o-phosphatidyltransferase (EC 2.7.8.8)	BMEI1490	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	phospholipid biosynthetic process [GO:0008654]	224914.BAWG_0734;
Q8YIP6	Q8YIP6_BRUME	unreviewed	Dihydroxyacetone kinase (EC 2.7.1.29)	BMEI0397	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	glycerol metabolic process [GO:0006071]	224914.BAWG_2378;
Q8YJA8	Q8YJA8_BRUME	unreviewed	Uncharacterized protein	BMEI0178	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0019;
Q8YGY0	Q8YGY0_BRUME	unreviewed	Outer membrane protein e	BMEI1025	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1184;
Q8YHV0	Q8YHV0_BRUME	unreviewed	Cob(I)yrinic acid a,c-diamide adenosyltransferase (EC 2.5.1.17) (Cob(I)alamin adenosyltransferase) (Corrinoid adenosyltransferase)	BMEI0696	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cobalamin biosynthetic process [GO:0009236]; porphyrin-containing compound biosynthetic process [GO:0006779]	224914.BAWG_2669;
Q8YH86	Q8YH86_BRUME	unreviewed	Nitroreductase family	BMEI0918	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1286;
Q8YBW2	Q8YBW2_BRUME	unreviewed	Uncharacterized protein	BMEII0774	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1811;
Q8YD41	Q8YD41_BRUME	unreviewed	ABC transporter permease protein	BMEII0336	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_2226;
Q8YJQ2	Q8YJQ2_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI0030	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0161;
Q8YHA1	Q8YHA1_BRUME	unreviewed	Resolvase	BMEI0901	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2870;
Q8YCW1	Q8YCW1_BRUME	unreviewed	Uncharacterized protein	BMEII0417	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YB90	Q8YB90_BRUME	unreviewed	FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase)	BMEII1010	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	protein flavinylation [GO:0017013]	224914.BAWG_1590;
Q8YF35	Q8YF35_BRUME	unreviewed	Flagellar protein flgj	BMEI1692	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0538;
Q8YFF9	Q8YFF9_BRUME	unreviewed	Ferric uptake regulation protein	fur BMEI1563	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_0664;
Q8YGE2	Q8YGE2_BRUME	unreviewed	Apea	BMEI1217	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YEK6	Q8YEK6_BRUME	unreviewed	Cell surface protein	BMEI1872	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	pathogenesis [GO:0009405]	224914.BAWG_0367;
Q8YH82	Q8YH82_BRUME	unreviewed	Sodium/bile acid cotransporter homolog, sbf family	BMEI0922	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1282;
Q8YGP9	Q8YGP9_BRUME	unreviewed	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)	BMEI1109	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	hexose metabolic process [GO:0019318]	224914.BAWG_1100;
Q8YIZ6	Q8YIZ6_BRUME	unreviewed	Uncharacterized protein	BMEI0291	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2966;
Q8YAX3	Q8YAX3_BRUME	unreviewed	Succinoglycan biosynthesis protein exom	BMEII1128	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1477;
Q8YE14	Q8YE14_BRUME	unreviewed	Molybdenum transport system permease protein modb	BMEII0004	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1462;
Q8YI78	Q8YI78_BRUME	unreviewed	Uncharacterized protein	BMEI0567	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YB83	Q8YB83_BRUME	unreviewed	Mercuric resistance operon regulatory protein	BMEII1017	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of transcription, DNA-templated [GO:0006355]	224914.BAWG_1583;
Q8YFT6	Q8YFT6_BRUME	unreviewed	Uncharacterized protein	BMEI1434	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YH63	Q8YH63_BRUME	unreviewed	Bis(5'-nucleosyl)-tetraphosphatase (Asymmetrical) (EC 3.6.1.17)	BMEI0941	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1263;
Q8YCC3	Q8YCC3_BRUME	unreviewed	Uncharacterized protein	BMEII0609	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1965;
Q8YHX0	Q8YHX0_BRUME	unreviewed	Uncharacterized protein	BMEI0676	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YBE1	Q8YBE1_BRUME	unreviewed	Protease (EC 3.4.-.-)	BMEII0959	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1637;
Q8YBD7	Q8YBD7_BRUME	unreviewed	Taurine-binding periplasmic protein	BMEII0963	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1633;
Q8YB80	Q8YB80_BRUME	unreviewed	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	BMEII1020	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	fatty acid metabolic process [GO:0006631]	224914.BAWG_1580;
Q8YHK1	Q8YHK1_BRUME	unreviewed	Transporter	BMEI0797	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2770;
Q8YGJ9	Q8YGJ9_BRUME	unreviewed	Uncharacterized protein	BMEI1159	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YGY1	Q8YGY1_BRUME	unreviewed	3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31)	BMEI1024	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1185;
Q8YJG1	Q8YJG1_BRUME	unreviewed	Uncharacterized protein	BMEI0122	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YJK5	Q8YJK5_BRUME	unreviewed	Uncharacterized protein	BMEI0078	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0117;
Q8YDK5	Q8YDK5_BRUME	unreviewed	Flagellar protein flgj	BMEII0170	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1308;
Q8YIV4	Q8YIV4_BRUME	unreviewed	4-hydroxybenzoyl-CoA thioesterase family active site	BMEI0335	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_3011;
Q8YC65	Q8YC65_BRUME	unreviewed	Smf protein	BMEII0667	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA mediated transformation [GO:0009294]	224914.BAWG_1909;
Q8YCX3	Q8YCX3_BRUME	unreviewed	Ada regulatory protein / o-6-methylguanine-DNA-alkyltransferase (EC 2.1.1.63)	BMEII0405	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA repair [GO:0006281]; transcription, DNA-templated [GO:0006351]	224914.BAWG_2158;
Q8YC46	Q8YC46_BRUME	unreviewed	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	recG BMEII0686	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA recombination [GO:0006310]; DNA repair [GO:0006281]	224914.BAWG_1887;
Q8YFF5	Q8YFF5_BRUME	unreviewed	Nitrogen fixation protein fixg	BMEI1567	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	oxidation-reduction process [GO:0055114]	224914.BAWG_0659;
Q8YEJ0	Q8YEJ0_BRUME	unreviewed	Lactoylglutathione lyase (EC 4.4.1.5)	BMEI1888	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0352;
Q8YBX0	Q8YBX0_BRUME	unreviewed	Ph adaptation potassium efflux system protein f	BMEII0766	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1819;
Q8YJP1	Q8YJP1_BRUME	unreviewed	Uncharacterized protein	BMEI0041	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YB23	Q8YB23_BRUME	unreviewed	Uncharacterized protein	BMEII1078	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1526;
Q8YCW4	Q8YCW4_BRUME	unreviewed	Uncharacterized protein	BMEII0414	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2150;
Q8YG79	Q8YG79_BRUME	unreviewed	Aminomethyltransferase (EC 2.1.2.10)	BMEI1282	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0931;
Q8YC42	Q8YC42_BRUME	unreviewed	Frne	BMEII0690	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YG88	Q8YG88_BRUME	unreviewed	Uncharacterized protein	BMEI1273	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YHI8	Q8YHI8_BRUME	unreviewed	Putative membrane protein	BMEI0810	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YEK7	Q8YEK7_BRUME	unreviewed	Uncharacterized protein	BMEI1871	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YBY3	Q8YBY3_BRUME	unreviewed	Sorbitol/mannitol transport inner membrane protein	BMEII0753	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1832;
Q8YDI0	Q8YDI0_BRUME	unreviewed	Spermidine/putrescine-binding periplasmic protein	BMEII0196	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2340;
Q8YG93	Q8YG93_BRUME	unreviewed	Lysostaphin (EC 3.5.1.-)	BMEI1268	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0942;
Q8YDT2	Q8YDT2_BRUME	unreviewed	Replication protein a	BMEII0093	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of transcription, DNA-templated [GO:0006355]	224914.BAWG_1378;
Q8YHG7	Q8YHG7_BRUME	unreviewed	Uncharacterized protein	BMEI0834	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2808;
Q8YDJ0	Q8YDJ0_BRUME	unreviewed	Pemk-like protein 1	BMEII0186	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2331;
Q8YBF3	Q8YBF3_BRUME	unreviewed	Transcription regulator, crp family	BMEII0947	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	224914.BAWG_1648;
Q8YJS0	Q8YJS0_BRUME	unreviewed	Abc transporter ATP-binding protein	BMEI0012	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0176;
Q8YGJ7	Q8YGJ7_BRUME	unreviewed	Uncharacterized protein	BMEI1161	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1046;
Q8YGL2	Q8YGL2_BRUME	unreviewed	NADH-quinone oxidoreductase chain m (EC 1.6.5.3)	BMEI1146	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	mitochondrial electron transport, NADH to ubiquinone [GO:0006120]	224914.BAWG_1063;
Q8YJM5	Q8YJM5_BRUME	unreviewed	Probable queuosine precursor transporter (Q precursor transporter)	BMEI0057	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	queuosine salvage [GO:1990397]	224914.BAWG_0136;
Q8YIH9	Q8YIH9_BRUME	unreviewed	Aspartyl/asparaginyl beta-hydroxylase (EC 1.14.11.16)	BMEI0465	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	peptidyl-aspartic acid hydroxylation [GO:0042264]	
Q8YG19	Q8YG19_BRUME	unreviewed	Hypothetical phage protein	BMEI1343	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0871;
Q8YB16	Q8YB16_BRUME	unreviewed	Flagella basal body P-ring formation protein FlgA	BMEII1085	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	bacterial-type flagellum assembly [GO:0044780]	224914.BAWG_1519;
Q8YCP8	Q8YCP8_BRUME	unreviewed	Uncharacterized protein	BMEII0480	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YI04	Q8YI04_BRUME	unreviewed	Uncharacterized protein	BMEI0641	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2616;
Q8YIW1	Q8YIW1_BRUME	unreviewed	Tetratricopeptide repeat family protein	BMEI0328	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_3004;
Q8YIT5	Q8YIT5_BRUME	unreviewed	Transcriptional regulatory protein, asnc family	BMEI0357	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_3033;
Q8YBD5	Q8YBD5_BRUME	unreviewed	Pseudoazurin	BMEII0965	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1631;
Q8YH48	Q8YH48_BRUME	unreviewed	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	BMEI0956	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	224914.BAWG_1249;
Q8YCY8	Q8YCY8_BRUME	unreviewed	Uncharacterized protein	BMEII0389	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2174;
Q8YFL1	Q8YFL1_BRUME	unreviewed	Uncharacterized protein	BMEI1509	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0715;
Q8YJN2	Q8YJN2_BRUME	unreviewed	Cobt protein	BMEI0050	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cobalamin biosynthetic process [GO:0009236]	224914.BAWG_0144;
Q8YD05	Q8YD05_BRUME	unreviewed	Transcriptional regulator, merr family	BMEII0372	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2191;
Q8YGK9	Q8YGK9_BRUME	unreviewed	NADH-quinone oxidoreductase chain j (EC 1.6.5.3)	BMEI1149	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1060;
Q8YJR5	Q8YJR5_BRUME	unreviewed	Alkanal monooxygenase alpha chain (EC 1.14.14.3)	BMEI0017	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0172;
Q8YC11	Q8YC11_BRUME	unreviewed	Endoglucanase h (EC 3.2.1.4)	BMEII0724	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	substituted mannan metabolic process [GO:0006080]	224914.BAWG_1856;
Q8YH01	Q8YH01_BRUME	unreviewed	Uncharacterized protein	BMEI1004	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1206;
Q8YCT1	Q8YCT1_BRUME	unreviewed	Transporter	BMEII0447	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2119;
Q8YJP7	Q8YJP7_BRUME	unreviewed	D-alanyl-d-alanine carboxypeptidase (EC 3.4.16.4)	BMEI0035	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0157;
Q8YH16	Q8YH16_BRUME	unreviewed	DNA polymerase iii, delta' subunit (EC 2.7.7.7)	BMEI0988	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA replication [GO:0006260]	224914.BAWG_1216;
Q8YBE7	Q8YBE7_BRUME	unreviewed	Respiratory nitrate reductase 2 gamma chain (EC 1.7.99.4)	BMEII0953	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1643;
Q8YIR7	Q8YIR7_BRUME	unreviewed	Uncharacterized protein	BMEI0376	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_3052;
Q8YG39	Q8YG39_BRUME	unreviewed	Transporter, dme family	BMEI1323	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0890;
Q8YGF8	Q8YGF8_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI1201	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1009;
Q8YDQ7	Q8YDQ7_BRUME	unreviewed	Uncharacterized protein	BMEII0118	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1355;
Q8YG22	Q8YG22_BRUME	unreviewed	Phage host specificity protein	BMEI1340	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YIT6	Q8YIT6_BRUME	unreviewed	Type 1 capsular polysaccharide biosynthesis protein j	BMEI0356	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_3032;
Q8YCJ6	Q8YCJ6_BRUME	unreviewed	Hypothetical membrane associated protein	BMEII0532	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2039;
Q8YI67	Q8YI67_BRUME	unreviewed	Cell division protein ftsw	BMEI0578	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cell division [GO:0051301]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	224914.BAWG_2553;
Q8YGE7	Q8YGE7_BRUME	unreviewed	Phosphatidylglycerophosphatase b (EC 3.1.3.27)	BMEI1212	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0998;
Q8YHH8	Q8YHH8_BRUME	unreviewed	Uncharacterized protein	BMEI0821	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2795;
Q8YHW8	Q8YHW8_BRUME	unreviewed	Low ph-induced protein a	BMEI0678	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2649;
